file	line_num	entity	context_before	word	context_after	group
021_建元已来王子侯者年表.tagged.md	7	侯王	> "诸	侯王	或欲推私恩分子弟邑者，令各条上，朕且临定	ruler_subject
022_汉兴以来将相名臣年表.tagged.md	1	名臣	# [0] 汉兴以来将相	名臣	年表	minister_type
022_汉兴以来将相名臣年表.tagged.md	6	名臣	@太史公〗曰：〖'汉〗兴以来，〖#将相〗	名臣	，〖#功臣〗侯表载之矣。	minister_type
022_汉兴以来将相名臣年表.tagged.md	49	侯王	r37] 170  |  十  |  诸	侯王	皆至〖=长安〗。  |  七  |   	ruler_subject
022_汉兴以来将相名臣年表.tagged.md	193	侯王	卯〗，史丹为〖;左将军〗，〖;太仆〗平安	侯王	章为〖;右将军〗。  |    |	ruler_subject
022_汉兴以来将相名臣年表.tagged.md	198	侯王	〖%乙丑〗，〖;右将军〗〖;光禄勋〗平安	侯王	章卒。  |  〖%闰月〗〖%壬戌〗，永	ruler_subject
022_汉兴以来将相名臣年表.tagged.md	205	名臣	编次〖#将相〗	名臣	，年表颇详。	minister_type
023_礼书.tagged.md	181	王者	[19.1] 故	王者	天〖;太祖〗，诸侯不敢怀，〖;大夫〗〖;	ruler_subject
024_乐书.tagged.md	93	王者	> "凡	王者	作〖^乐〗，上以承祖宗，下以化兆民。今陛	ruler_subject
024_乐书.tagged.md	93	先帝	陛下得〘马〙，诗以为歌，协於〖^宗庙〗，	先帝	百姓岂能知其音邪？"	ruler_subject
024_乐书.tagged.md	191	寡人	> "	寡人	老矣，所好者音也，原遂闻之。"	social_roles
025_律书.tagged.md	7	王者	[1.1] 	王者	制事立法，物度轨则，壹禀於〖^六律〗，〖	ruler_subject
025_律书.tagged.md	80	先帝	器，虽克所原，动亦秏病，谓百姓远方何？又	先帝	知劳民不可烦，故不以为意。朕岂自谓能？今	ruler_subject
026_历书.tagged.md	29	王者	[1.2.1] 	王者	易姓受命，必慎始初，改〖^正朔〗，易〖^	ruler_subject
026_历书.tagged.md	65	王者	[2.1.13] 由是观之，	王者	所重也。	ruler_subject
026_历书.tagged.md	79	子弟	〗〖;执政〗，史不记时，君不告朔，故畴人	子弟	分散，或在〖~诸夏〗，或在〖~夷狄〗，是	kin_relation
027_天官书.tagged.md	27	王者	守〖!角〗，则有战。〖!房〗、〖!心〗，	王者	恶之也。	ruler_subject
027_天官书.tagged.md	93	人主	，国有德厚。其角动，乍小乍大，若色数变，	人主	有忧。	ruler_subject
027_天官书.tagged.md	101	丈夫	还至，虽大当小；久而至，当小反大。其南为	丈夫	，北为女子丧。若角动绕环之，及乍前乍後，	social_roles
027_天官书.tagged.md	137	侯王	。日方南金居其南，日方北金居其北，曰赢，	侯王	不宁，用兵进吉退凶。日方南金居其北，日方	ruler_subject
027_天官书.tagged.md	137	侯王	。日方南金居其北，日方北金居其南，曰缩，	侯王	有忧，用兵退吉进凶。用兵象〖!太白〗：〖	ruler_subject
027_天官书.tagged.md	167	侯王	抱为和，背不和，为分离相去。直为自立，立	侯王	；杀将。负且戴，有喜。围在中，中胜；在外	ruler_subject
027_天官书.tagged.md	211	王者	 〖!蚩尤之旗〗，类彗而後曲，象旗。见则	王者	征伐四方。	ruler_subject
027_天官书.tagged.md	233	人主	@王朔〗所候，决於日旁。日旁〖!云气〗，	人主	象。皆如其形以占。	ruler_subject
027_天官书.tagged.md	247	王者	，发〖^阳气〗，故曰初岁。〖%正月〗旦，	王者	岁首；〖%立春〗日，〖%四时〗之始也。四	ruler_subject
028_封禅书.tagged.md	115	人主	者。"已视之，果有献〖*玉杯〗者，刻曰"	人主	延寿"。〖@平〗又言"臣候日再中"。居顷	ruler_subject
028_封禅书.tagged.md	177	人主	五利〗乎？"〖@卿〗曰："〚仙者〛非有求	人主	，人主者求之。其道非少宽假，神不来。言神	ruler_subject
028_封禅书.tagged.md	177	人主	乎？"〖@卿〗曰："〚仙者〛非有求人主，	人主	者求之。其道非少宽假，神不来。言神事，事	ruler_subject
030_平准书.tagged.md	5	丈夫	[1] 汉兴，接秦之弊，	丈夫	从军旅，老弱转粮饟，作业剧而财匮，自〖#	social_roles
030_平准书.tagged.md	13	王者	逆。〖@邓通〗，〖;大夫〗也，以铸钱财过	王者	。故〖=吴〗、〖@邓氏〗钱布〔天下〕，而	ruler_subject
030_平准书.tagged.md	65	王侯	方尺，缘以藻缋，为〖^皮币〗，直四十万。	王侯	宗室〈朝觐〉聘享，必以〖^皮币〗荐璧，然	ruler_subject
030_平准书.tagged.md	101	长者	尤欲输之助费。〖#天子〗於是以〖@式〗终	长者	，故尊显以风百姓。	social_roles
030_平准书.tagged.md	105	布衣	林〗中，欲令子牧之。"〖@式〗乃拜为郎，	布衣	屩而牧羊。〖%岁馀〗，羊肥息。上过见其羊	social_roles
030_平准书.tagged.md	153	子弟	[37] 〖@所忠〗言："〖^世家〗	子弟	富人或斗鸡走狗马，弋猎博戏，乱齐民。"乃	kin_relation
030_平准书.tagged.md	198	庶人	贵诈力而贱〖^仁义〗，先富有而後推让。故	庶人	之富者或累巨万，而贫者或不厌糟糠；有国彊	social_roles
030_平准书.tagged.md	208	长者	〖@弘羊〗心计，〖@卜式〗	长者	。	social_roles
031_吴太伯世家.tagged.md	219	父兄	公子光〗者，〖@王诸樊〗之子也。常以为吾	父兄	弟四人，当传至〖@季子〗。〖@季子〗即不	kin_relation
031_吴太伯世家.tagged.md	235	父兄	> "〖@胥〗之	父兄	为僇於〖'楚〗，欲自报其仇耳。未见其利。	kin_relation
031_吴太伯世家.tagged.md	237	勇士	] 於是〖@伍员〗知〖@光〗有他志，乃求	勇士	〖@专诸〗，见之〖@光〗。〖@光〗喜，乃	scholar_warrior
032_齐太公世家.tagged.md	7	庶人	时，〖=申〗、〖=吕〗或封枝庶子孙，或为	庶人	，〖@尚〗其後苗裔也。本姓〖&姜氏〗，从	social_roles
032_齐太公世家.tagged.md	7	庶子	〖'夏商〗之时，〖=申〗、〖=吕〗或封枝	庶子	孙，或为庶人，〖@尚〗其後苗裔也。本姓〖	kin_relation
032_齐太公世家.tagged.md	65	妇人	桓公〗，通其〖#夫人〗，杀诛数不当，淫於	妇人	，数欺〖#大臣〗，群弟恐祸及，故次弟〖@	social_roles
032_齐太公世家.tagged.md	85	寡人	来问。"〖;楚王〗曰："贡之不入，有之，	寡人	罪也，敢不共乎！〖@昭王〗之出不复，君其	social_roles
032_齐太公世家.tagged.md	89	寡人	故诸侯宾会。於是〖@桓公〗〖@称〗曰："	寡人	南伐至〖=召陵〗，望〖*熊山〗；北伐〖~	social_roles
032_齐太公世家.tagged.md	89	寡人	〖=太行〗，至〖=卑耳山〗而还。诸侯莫违	寡人	。寡人〖*兵车〗之会三，〖*乘车〗之会六	social_roles
032_齐太公世家.tagged.md	89	寡人	行〗，至〖=卑耳山〗而还。诸侯莫违寡人。	寡人	〖*兵车〗之会三，〖*乘车〗之会六，九合	social_roles
032_齐太公世家.tagged.md	145	忠臣	@庆封〗欲杀〖@晏子〗，〖@崔杼〗曰："	忠臣	也，舍之。"〖=齐〗〖;太史〗〖@书〗曰	minister_type
032_齐太公世家.tagged.md	153	寡人	〖!彗星〗出〖=东北〗，当〖=齐〗分野，	寡人	以为忧。"〖@晏子〗曰："君〖^高台深池	social_roles
033_鲁周公世家.tagged.md	68	庶子	.4] 〖%四十六年〗,〖;惠公〗卒,长	庶子	〖@息〗摄当国,行〖;君〗〖@事〗,是为	kin_relation
033_鲁周公世家.tagged.md	172	布衣	内〖;昭公〗,召〖@季平子〗。〖@平子〗	布衣	跣行,因〖^六卿〗谢罪。〖^六卿〗为言曰	social_roles
037_卫康叔世家.tagged.md	128	寡人	〖%元年〗即位，欲尽诛〖#大臣〗，曰："	寡人	居外久矣，子亦尝闻之乎？"群臣欲作乱，乃	social_roles
037_卫康叔世家.tagged.md	156	庶人	〖%二十一年〗，〖@二世〗废〖;君角〗为	庶人	，〖'卫〗绝祀。	social_roles
038_宋微子世家.tagged.md	50	庶人	则有大疑，谋及女心，谋及〖;卿士〗，谋及	庶人	，谋及〖*卜筮〗。女则从，〖*龟〗从，〖	social_roles
038_宋微子世家.tagged.md	62	妇人	，〖@箕子〗伤之，欲哭则不可，欲泣为其近	妇人	，乃作〖^麦秀之诗〗以歌咏之。其诗曰："	social_roles
038_宋微子世家.tagged.md	100	妇人	。〖'宋〗人请以赂〖'陈〗。〖'陈〗人使	妇人	饮之醇酒，以〖*革〗裹之，归〖'宋〗。〖	social_roles
038_宋微子世家.tagged.md	170	妇人	囊〗，县而射之，命曰"射〚天〛"。淫於酒	妇人	。群〖;臣〗谏者辄射之。於是诸侯皆曰"桀	social_roles
039_晋世家.tagged.md	162	壮士	@虢射〗为右，辂〖@秦缪公〗。〖@缪公〗	壮士	冒败〖'晋〗军，〖'晋〗军败，遂失〖@秦	scholar_warrior
039_晋世家.tagged.md	184	壮士	畏〖@重耳〗，乃使〖#宦者〗〖@履鞮〗与	壮士	欲杀〖@重耳〗。〖@重耳〗闻之，乃谋〖@	scholar_warrior
039_晋世家.tagged.md	204	寡人	〗甚卑。〖@成王〗曰："子即反国，何以报	寡人	？"〖@重耳〗曰："羽毛齿角玉帛，君王所	social_roles
039_晋世家.tagged.md	306	妇人	蹯〗不熟，〖@灵公〗怒，杀〖;宰夫〗，使	妇人	持其尸出弃之，过朝。〖@赵盾〗、〖@随会	social_roles
039_晋世家.tagged.md	306	忠臣	闺门开，居处节，〖@鉏麑〗退，叹曰："杀	忠臣	，弃君命，罪一也。"遂触树而死。	minister_type
039_晋世家.tagged.md	396	寡人	及公。"公曰："〖%一旦〗杀三〖;卿〗，	寡人	不忍益也。"对曰："人将忍君。"公弗听，	social_roles
039_晋世家.tagged.md	406	寡人	父、父皆不得立而辟难於〖'周〗，客死焉。	寡人	自以疏远，毋几为君。今〖;大夫〗不忘〖@	social_roles
039_晋世家.tagged.md	496	妇人	魏文侯〗初立。〖%十八年〗，〖@幽公〗淫	妇人	，夜窃出邑中，盗杀〖@幽公〗。〖@魏文侯	social_roles
040_楚世家.tagged.md	294	王者	故？"〖@陈轸〗对曰："〖'秦〗之所为重	王者	，以王之有〖'齐〗也。今地未可得而〖'齐	ruler_subject
040_楚世家.tagged.md	298	勇士	"〖@仪〗以吾绝〖'齐〗为尚薄邪？"乃使	勇士	〖@宋遗〗北辱〖;齐王〗。〖;齐王〗大怒	scholar_warrior
040_楚世家.tagged.md	312	寡人	事〖'秦〗，则〖'楚〗为郡县矣。王何不与	寡人	并力收〖'韩〗、〖'魏〗、〖'燕〗、〖'	social_roles
040_楚世家.tagged.md	324	寡人	八城。〖@秦昭王〗遗〖;楚王〗书曰："始	寡人	与王约为弟兄，盟于〖=黄棘〗，太子为质，	social_roles
040_楚世家.tagged.md	324	寡人	于〖=黄棘〗，太子为质，至驩也。太子陵杀	寡人	之重臣，不谢而亡去，寡人诚不胜怒，使兵侵	social_roles
040_楚世家.tagged.md	324	寡人	至驩也。太子陵杀寡人之重臣，不谢而亡去，	寡人	诚不胜怒，使兵侵君王之边。今闻君王乃令太	social_roles
040_楚世家.tagged.md	324	重臣	黄棘〗，太子为质，至驩也。太子陵杀寡人之	重臣	，不谢而亡去，寡人诚不胜怒，使兵侵君王之	minister_type
040_楚世家.tagged.md	324	寡人	边。今闻君王乃令太子质於〖'齐〗以求平。	寡人	与〖'楚〗接境壤界，故为婚姻，所从相亲久	social_roles
040_楚世家.tagged.md	324	寡人	而今〖'秦〗〖'楚〗不驩，则无以令诸侯。	寡人	原与君王会〖=武关〗，面相约，结盟而去，	social_roles
040_楚世家.tagged.md	324	寡人	原与君王会〖=武关〗，面相约，结盟而去，	寡人	之原也。敢以闻下执事。"〖@楚怀王〗见〖	social_roles
040_楚世家.tagged.md	328	庶子	"王与太子俱困於诸侯，而今又倍王命而立其	庶子	，不宜。"乃诈赴於〖'齐〗，〖@齐湣王〗	kin_relation
040_楚世家.tagged.md	348	匹夫	为〖'秦〗所欺而客死於外，怨莫大焉。今以	匹夫	有怨，尚有报万乘，〖@白公〗、〖@子胥〗	social_roles
041_越王句践世家.tagged.md	7	庶子	〚禹〛之苗裔，而〖'夏后〗帝〖;少康〗之	庶子	也。	kin_relation
041_越王句践世家.tagged.md	113	良臣	悔之。〖@句践〗贤君，〖@种〗、〖@蠡〗	良臣	，若反国，将为乱。"	minister_type
041_越王句践世家.tagged.md	137	宾客	织，食不加肉，衣不重采，折节下贤人，厚遇	宾客	，振贫吊死，与百姓同其劳。	guest_retainer
041_越王句践世家.tagged.md	139	贤臣	### 任用	贤臣		minister_type
041_越王句践世家.tagged.md	199	寡人	> "〖@伍员〗果欺	寡人	！"	social_roles
041_越王句践世家.tagged.md	307	寡人	> "子教	寡人	伐〖'吴〗七术，寡人用其三而败〖'吴〗，	social_roles
041_越王句践世家.tagged.md	307	寡人	> "子教寡人伐〖'吴〗七术，	寡人	用其三而败〖'吴〗，其四在子，子为我从〖	social_roles
041_越王句践世家.tagged.md	397	布衣	家则致〖*千金〗，居官则至〖#卿相〗，此	布衣	之极也。久受尊名，不祥。"	social_roles
041_越王句践世家.tagged.md	485	寡人	> "生休矣，	寡人	〖;将行〗之。"	social_roles
041_越王句践世家.tagged.md	525	寡人	> "	寡人	虽不德耳，柰何以〖@硃公〗之子故而施惠乎	social_roles
041_越王句践世家.tagged.md	535	长者	日〗吾所为欲遣少子，固为其能弃财故也。而	长者	不能，故卒以杀其弟，事之理也，无足悲者。	social_roles
042_郑世家.tagged.md	227	妇人	> "谋及	妇人	，死固宜哉！"	social_roles
042_郑世家.tagged.md	543	壮士	[28.3] 乃求	壮士	得〖'霍〗人〖@解扬〗，字〖@子虎〗，诓	scholar_warrior
043_赵世家.tagged.md	78	贤臣	## [10] 赵简子的	贤臣		minister_type
043_赵世家.tagged.md	122	寡人	〖;烈侯〗好音，谓〖;相国公仲连〗曰："	寡人	有爱，可以贵之乎？"〖@公仲〗曰："富之	social_roles
043_赵世家.tagged.md	182	寡人	〗、〖@韩〗之边，今无〖^骑射〗之备。故	寡人	无〖*舟楫〗之用，夹水居之民，将何以守〖	social_roles
043_赵世家.tagged.md	206	忠臣	吾言，安得全吾身！且夫贞臣也难至而节见，	忠臣	也累至而行明。子则有赐而忠我矣，虽然，吾	minister_type
043_赵世家.tagged.md	230	王者	，宜为上佼，而今乃抵罪，臣恐〔天下〕後事	王者	之不敢自必也。原王孰计之也。	ruler_subject
043_赵世家.tagged.md	256	人主	[30.2] 〖@子义〗闻之，曰："	人主	之子，骨肉之亲也，犹不能持无功之尊，无劳	ruler_subject
044_魏世家.tagged.md	8	庶人	〖=毕〗，於是为〖@毕〗姓。其後绝封，为	庶人	，或在〖=中国〗，或在〖~夷狄〗。其苗裔	social_roles
044_魏世家.tagged.md	54	寡人	〖@克〗哉！"〖;文侯〗曰："先生就舍，	寡人	之相定矣。"〖@李克〗趋而出，过〖@翟璜	social_roles
044_魏世家.tagged.md	106	庶人	君欲利则〖;大夫〗欲利，〖;大夫〗欲利则	庶人	欲利，上下争利，国则危矣。为人君，〖^仁	social_roles
044_魏世家.tagged.md	118	丈夫	〖@张仪〗相〖@魏〗。〖@魏〗有女子化为	丈夫	。〖'秦〗取我〖=曲沃〗、〖=平周〗。	social_roles
044_魏世家.tagged.md	158	寡人	彊〖@韩〗、〖@魏〗以攻〖'秦〗，犹无柰	寡人	何也。今以无能之〖@如耳〗、〖@魏齐〗而	social_roles
044_魏世家.tagged.md	158	寡人	弱〖@韩〗、〖@魏〗以伐〖'秦〗，其无柰	寡人	何亦明矣。"左右皆曰："甚然。"〖;中旗	social_roles
044_魏世家.tagged.md	162	寡人	远至此，甚苦矣！夫〖@魏〗之来求救数矣，	寡人	知〖@魏〗之急已。"〖@唐雎〗对曰："大	social_roles
045_韩世家.tagged.md	88	质子	'齐〗，是〖'齐〗孤也。公又为〖'秦〗求	质子	於〖'楚〗，〖'楚〗不听，怨结於〖@韩〗	kin_relation
046_田敬仲完世家.tagged.md	56	宾客	〗〖%七尺〗以上为後宫，後宫以百数，而使	宾客	〖;舍人〗出入後宫者不禁。及〖;田常〗卒	guest_retainer
046_田敬仲完世家.tagged.md	70	妇人	立。〖;贷〗立〖%十四年〗，淫於〖*酒〗	妇人	，不听政。〖;太公〗乃迁〖;康公〗於〖=	social_roles
046_田敬仲完世家.tagged.md	98	寡人	;威王〗曰："无有。"〖;梁王〗曰："若	寡人	国小也，尚有径寸之〖*珠〗照〖*车〗前後	social_roles
046_田敬仲完世家.tagged.md	98	寡人	何以万乘之国而无宝乎？"〖;威王〗曰："	寡人	之所以为宝与王异。吾臣有〖@檀子〗者，使	social_roles
046_田敬仲完世家.tagged.md	166	宾客	相〖'齐〗，多受〖'秦〗间〖*金〗，多使	宾客	入〖'秦〗，〖'秦〗又多予〖*金〗，客皆	guest_retainer
046_田敬仲完世家.tagged.md	166	宾客	〗不蚤与诸侯〖^合从〗攻〖'秦〗，听奸臣	宾客	以亡其国，歌之曰："〘松〙耶〘柏〙耶？住	guest_retainer
046_田敬仲完世家.tagged.md	166	奸臣	王建〗不蚤与诸侯〖^合从〗攻〖'秦〗，听	奸臣	宾客以亡其国，歌之曰："〘松〙耶〘柏〙耶	minister_type
047_孔子世家.tagged.md	42	王者	为〚神〛，〖^社稷〗为〖;公侯〗，皆属於	王者	。"客曰："〚防风〛何守？"〖;仲尼〗曰	ruler_subject
047_孔子世家.tagged.md	42	长者	曰："〖~僬侥氏〗〖^三尺〗，短之至也。	长者	不过十之，数之极也。"於是〖'吴〗客曰：	social_roles
047_孔子世家.tagged.md	56	匹夫	趋而进，历〖*阶〗而登，不尽一等，曰："	匹夫	而营惑诸侯者罪当诛！请命〖;有司〗！"〖	social_roles
047_孔子世家.tagged.md	56	寡人	子〕之道辅其君，而子独以〖~夷狄〗之道教	寡人	，使得罪於〖'鲁〗君，为之柰何？"〖;有	social_roles
047_孔子世家.tagged.md	98	妇人	可乎？"〖@孔子〗曰："其男子有死之志，	妇人	有保〖=西河〗之志。吾所伐者不过四五人。	social_roles
047_孔子世家.tagged.md	198	童子	 是日哭，则不歌。见〖*齐衰〗、瞽者，虽	童子	必变。	moral_type
047_孔子世家.tagged.md	214	王者	河阳〗"：推此类以绳当世。贬损之义，後有	王者	举而开之。〖^春秋〗之义行，则〔天下〕乱	ruler_subject
047_孔子世家.tagged.md	249	布衣	贤人众矣，当时则荣，没则已焉。〖@孔子〗	布衣	，传〖%十馀世〗，学者宗之。自〖#天子〗	social_roles
047_孔子世家.tagged.md	249	王侯	，传〖%十馀世〗，学者宗之。自〖#天子〗	王侯	，〖=中国〗言〖^六艺〗者折中於夫子，可	ruler_subject
048_陈涉世家.tagged.md	20	豪杰	阳〗，〖;吴叔〗弗能下。〖;陈王〗徵国之	豪杰	与计，以〖=上蔡〗人〖;房君蔡赐〗为〖;	moral_type
048_陈涉世家.tagged.md	32	豪杰	[6.1] 〖'燕〗故〖#贵人〗	豪杰	谓〖@韩广〗曰："〖'楚〗已立王，〖@赵	moral_type
049_外戚世家.tagged.md	44	长者	宾客，又复效〖@吕〗氏大事也。"於是乃选	长者	士之有节行者与居。〖;窦长君〗、〖;少君	social_roles
049_外戚世家.tagged.md	84	妇人	，恚，几死者数矣。上愈怒。〖;陈皇后〗挟	妇人	媚道，其事颇觉，於是废〖;陈皇后〗，而立	social_roles
049_外戚世家.tagged.md	102	王侯	〖;尹婕妤〗之属，更有宠。然皆以倡见，非	王侯	有土之士女，不可以配人〖@主〗也。	ruler_subject
049_外戚世家.tagged.md	106	侯王	人，女一人。男号为〖;脩成子仲〗，女为诸	侯王	王后。此二子非〖&刘氏〗，以故〖#太后〗	ruler_subject
049_外戚世家.tagged.md	114	丈夫	[16.3] 〖;褚先生〗曰：	丈夫	〚龙〛变。传曰："〘蛇〙化为〚龙〛，不变	social_roles
049_外戚世家.tagged.md	114	丈夫	〚龙〛，不变其文；家化为国，不变其姓。"	丈夫	当时〔富贵〕，百恶灭除，光耀荣华，〔贫贱	social_roles
050_楚元王世家.tagged.md	10	宾客	〗蚤卒。始〖@高祖〗微时，尝辟事，时时与	宾客	过〖;巨嫂〗食。〖;嫂〗厌叔，叔与客来，	guest_retainer
050_楚元王世家.tagged.md	10	宾客	来，〖;嫂〗详为〖*羹〗尽，栎〖*釜〗，	宾客	以故去。已而视〖*釜〗中尚有〖*羹〗，〖	guest_retainer
050_楚元王世家.tagged.md	10	长者	，〖@高祖〗曰："某非忘封之也，为其母不	长者	耳。"於是乃封其子〖@信〗为〖;羹颉侯〗	social_roles
052_齐悼惠王世家.tagged.md	39	忠臣	今诸吕又擅自尊官，聚兵严威，劫〖#列侯〗	忠臣	，矫制以〖^令〗〔天下〕，〖^宗庙〗所以	minister_type
052_齐悼惠王世家.tagged.md	39	寡人	以〖^令〗〔天下〕，〖^宗庙〗所以危。今	寡人	率兵入诛不当为〖;王〗者。”	social_roles
052_齐悼惠王世家.tagged.md	130	子弟	以海内初定，	子弟	少，激〖'秦〗之无尺土封，故大封同姓，以	kin_relation
054_曹相国世家.tagged.md	33	长者	[12] 择郡国吏木诎於文辞，重厚	长者	，即召除为〖;丞相〗史。吏之言文刻深，欲	social_roles
054_曹相国世家.tagged.md	33	宾客	斥去之。日夜饮醇酒。卿〖;大夫〗已下吏及	宾客	见〖@参〗不事事，来者皆欲有言。至者，〖	guest_retainer
055_留侯世家.tagged.md	17	少年	%十年〗，〖@陈涉〗等起兵，〖@良〗亦聚	少年	〖%百馀人〗。〖@景驹〗自立为〖=楚〗假	moral_type
055_留侯世家.tagged.md	63	辩士	，〖^令〗太子为书，卑辞安〖*车〗，因使	辩士	固请，宜来。来，以为客，时时从入朝，〖^	scholar_warrior
056_陈丞相世家.tagged.md	10	父老	[3] 里中社，平为宰，分肉食甚均。	父老	曰：“善，陈〖@孺子〗之为宰！”平曰：“	kin_relation
056_陈丞相世家.tagged.md	15	少年	〖=临济〗。〖@陈平〗固已前谢其兄伯，从	少年	往事〖=魏〗王咎於〖=临济〗。〖=魏〗王	moral_type
056_陈丞相世家.tagged.md	17	丈夫	间行杖〖*剑〗亡。渡河，〖*船〗人见其美	丈夫	独行，疑其亡将，要中当有金*玉**宝器〖	social_roles
056_陈丞相世家.tagged.md	22	长者	未知其高下，而即与同载，反使监〖;护军〗	长者	！”汉〖;王〗闻之，愈益幸平。遂与东伐项	social_roles
056_陈丞相世家.tagged.md	24	丈夫	、〖@灌婴〗等咸谗〖@陈平〗曰：“平虽美	丈夫	，如冠〖*玉〗耳，其中未必有也。臣闻平居	social_roles
056_陈丞相世家.tagged.md	97	长者	〖=曲逆〗穷巷，门多	长者	。	social_roles
057_绛侯周勃世家.tagged.md	55	壮士	，大破之。〖=吴〗〖@王濞〗弃其军，而与	壮士	〖%数千人〗亡走，保於〖=江南〗〖=丹徒	scholar_warrior
057_绛侯周勃世家.tagged.md	62	先帝	景帝〗让曰：“始〖=南皮〗、章武〖;侯〗	先帝	不〖;侯〗，及臣即位乃〖;侯〗之。信未得	ruler_subject
058_梁孝王世家.tagged.md	23	豪桀	[7] ，入言警。招延四方	豪桀	，自山以东游说之士。莫不毕至，〖=齐〗人	moral_type
058_梁孝王世家.tagged.md	57	庶人	天子〗下吏验问，有之。〖;公〗卿请废襄为	庶人	。〖#天子〗曰：“李太后有淫行，而〖=梁	social_roles
058_梁孝王世家.tagged.md	59	庶人	〖;有司〗请诛，〖#天子〗弗忍诛，废明为	庶人	。迁〖=房陵〗，地入于〖'汉〗为郡。	social_roles
058_梁孝王世家.tagged.md	61	庶人	。〖'汉〗〖;有司〗请诛，上不忍，废以为	庶人	，迁〖=上庸〗，地入于〖'汉〗，为〖=大	social_roles
058_梁孝王世家.tagged.md	78	忠臣	言其不可状，阿意治小，私说意以受赏赐，非	忠臣	也。齐如魏其侯窦婴之正言也，何以有後祸？	minister_type
058_梁孝王世家.tagged.md	81	人主	善。”成王曰：“吾直与戏耳。”周公曰：“	人主	无过举，不当有戏言，言之必行之。”於是乃	ruler_subject
058_梁孝王世家.tagged.md	81	主上	非法不言，非道不行。”此圣人之法言也。今	主上	不宜出好言於梁王。梁王上有太后之重，骄蹇	ruler_subject
058_梁孝王世家.tagged.md	84	侯王	::: 又诸	侯王	〈朝见〉天子，汉法凡当四见耳。始到，入小	ruler_subject
058_梁孝王世家.tagged.md	84	人主	所得入也。今梁王西朝，因留，且半岁。入与	人主	同辇，出与同车。示风以大言而实不与，令出	ruler_subject
058_梁孝王世家.tagged.md	84	侯王	久留。鄙语曰“骄子不孝”，非恶言也。故诸	侯王	当为置良师傅，相忠言之士，如汲黯、韩长孺	ruler_subject
058_梁孝王世家.tagged.md	87	幸臣	？”对曰：“言梁王不知也。造为之者，独其	幸臣	〘羊〙胜、公孙诡之属为之耳。谨以【伏诛】	minister_type
058_梁孝王世家.tagged.md	87	近臣	，不通经术知古今之大礼，可以为三公及左右	近臣	。少见之人，如从管中闚天也。	minister_type
059_五宗世家.tagged.md	19	父老	已上〖*车〗，轴折〖*车〗废。〖=江陵〗	父老	流涕窃言曰：“吾〖;王〗不反矣！”荣至，	kin_relation
059_五宗世家.tagged.md	35	豪桀	匈奴〗，上不许。非好气力，治宫观，招四方	豪桀	，骄奢甚。	moral_type
059_五宗世家.tagged.md	41	妇人	为〖=胶西〗王。端为人贼戾，又阴痿，一近	妇人	，病之〖%数月〗。而有爱幸少年为〖;郎〗	social_roles
059_五宗世家.tagged.md	41	少年	阴痿，一近妇人，病之〖%数月〗。而有爱幸	少年	为〖;郎〗。为〖;郎〗者顷之与後宫乱，端	moral_type
